85,199,36,40
119,79,30,47
103,72,35,36
156,448,38,31
140,150,30,52
72,101,43,51
174,160,34,32
171,146,34,31
133,206,39,58
60,472,46,50
117,64,39,59
76,252,53,59
173,121,54,42
85,424,52,39
190,202,54,59
140,461,37,52
105,286,31,50
157,24,37,55
136,83,39,38
40,129,60,30
98,450,49,32
103,183,33,41
124,222,45,39
101,256,36,36
39,238,33,36
88,278,37,53
141,162,47,60
95,167,35,59
184,192,37,30
80,177,51,33
143,175,35,56
104,274,57,47
91,457,45,37
23,399,45,60
175,185,53,51
62,239,54,49
143,316,40,34
84,101,44,44
122,196,52,44
158,86,32,48
143,423,47,52
155,269,44,47
184,424,44,54
125,272,56,37
152,221,51,52
102,127,56,34
62,456,37,44
45,245,45,40
154,205,42,58
145,180,35,60
61,178,41,31
46,130,33,58
77,161,41,49
144,43,46,55
169,136,60,49
163,240,46,55
51,232,33,31
52,184,32,57
175,172,40,55
151,191,31,31
141,136,48,46
130,349,47,34
139,469,36,33
171,366,53,59
84,367,30,59
100,166,42,30
102,422,52,48
96,148,41,52
160,108,55,43
120,233,45,45
95,342,60,57
124,186,50,50
122,118,35,46
173,131,47,60
97,128,41,47
117,129,41,41
164,325,33,50
69,117,46,54
13,395,51,31
156,333,56,55
71,253,48,38
61,162,36,46
173,54,43,49
184,417,35,38
122,130,32,39
88,79,59,47
160,257,50,31
94,192,57,52
148,113,48,57
153,299,33,39
160,456,50,44
28,42,45,43
130,197,49,37
75,229,42,34
115,459,51,53
61,247,56,30
127,231,36,51
163,60,34,33
171,113,39,56
87,152,34,41
152,231,36,42
12,402,48,58
156,192,53,42
54,66,33,50
59,79,35,53
117,148,45,39
168,222,30,33
115,55,42,53
160,213,44,46
126,61,34,41
66,254,36,55
24,93,44,49
100,445,31,33
103,281,31,39
46,324,37,36
116,36,36,34
140,122,45,33
139,18,33,59
108,25,57,35
168,451,39,59
21,193,59,36
174,136,48,34
56,166,53,32
55,471,51,56
85,446,59,50
97,424,58,40
