36,184,90,69
52,55,77,68
106,365,70,69
56,98,71,71
31,249,86,79
64,128,72,68
97,187,85,64
18,315,82,84
50,441,75,65
127,72,60,81
125,113,86,78
51,354,83,76
37,307,90,87
132,155,78,62
77,148,87,90
80,25,73,88
47,332,80,76
111,187,66,79
92,409,75,85
116,111,70,70
108,424,89,81
47,367,74,68
180,139,65,89
57,60,65,70
148,247,72,65
155,116,88,65
50,146,76,68
182,158,77,64
165,440,61,82
122,198,78,68
112,470,71,80
50,275,73,61
133,176,73,72
9,410,79,62
52,368,81,77
117,250,71,86
40,147,78,64
91,164,74,60
168,143,85,88
33,157,80,72
112,397,69,66
45,158,67,85
28,306,64,85
152,192,64,81
145,184,71,62
128,97,82,87
43,102,81,81
78,79,80,87
108,434,66,71
134,338,69,65
120,432,85,82
71,52,90,61
154,370,87,87
20,16,78,65
24,108,75,81
20,198,68,81
21,184,64,67
88,354,78,63
168,131,70,77
34,224,69,67
141,294,68,64
131,318,72,66
49,466,88,73
116,257,86,75
141,142,60,77
49,416,86,64
123,187,80,71
27,365,64,65
27,224,89,88
87,156,73,87
167,379,83,61
51,10,89,87
122,35,60,76
84,75,90,72
54,92,86,90
66,275,67,83
56,410,72,73
143,90,81,90
84,34,85,72
140,261,62,70
92,230,69,73
96,350,72,64
8,171,87,74
100,46,82,87
64,253,81,70
107,472,88,82
90,349,63,60
44,263,70,62
87,403,65,74
53,461,87,75
112,181,89,70
9,423,70,84
18,391,75,72
75,260,89,90
172,88,73,69
137,98,86,87
100,338,75,66
6,313,87,68
66,59,69,73
13,344,60,61
8,196,82,83
63,49,74,63
29,108,68,85
96,241,89,80
97,23,83,84
96,177,87,67
162,130,72,87
168,416,68,66
156,238,62,88
171,152,74,74
111,385,71,70
148,169,85,77
51,291,60,88
156,156,76,62
92,40,62,62
144,299,82,61
164,224,63,64
177,89,79,82
181,410,65,72
38,103,80,82
142,102,67,84
79,255,86,75
112,20,90,61
39,264,73,87
151,445,61,71
115,61,73,67
154,430,78,84
172,94,66,62
120,67,71,70
37,285,76,70
107,391,81,82
85,24,63,88
54,416,62,74
22,365,85,83
70,347,86,80
63,138,78,86
190,469,65,73
156,303,63,68
91,424,71,74
132,430,77,64
136,253,73,61
84,448,78,78
135,185,74,81
91,242,76,62
93,355,87,61
7,299,82,78
64,217,78,84
