76,246,40,46
125,136,44,36
131,30,19,48
101,162,47,10
45,457,44,42
111,451,41,41
122,282,49,29
79,111,3,1
136,143,32,9
67,449,46,25
88,448,36,25
175,256,45,9
139,459,5,36
128,81,37,49
65,168,12,39
76,118,6,26
72,139,33,37
71,460,27,15
176,471,40,33
125,112,50,47
111,257,17,34
92,72,21,35
176,455,5,17
152,63,2,36
107,97,49,22
124,224,29,3
93,118,25,5
133,104,35,42
50,138,48,43
101,148,10,40
151,450,45,37
66,128,13,18
66,21,14,21
155,83,17,41
79,208,25,48
28,164,30,30
118,258,23,50
125,240,15,41
107,322,43,48
141,108,45,47
160,66,20,15
27,259,42,37
138,448,30,41
185,129,49,44
37,283,29,15
146,50,28,23
84,209,16,1
191,255,7,19
49,251,22,29
174,196,44,1
101,168,6,23
76,82,29,19
59,167,48,25
48,450,3,3
55,227,32,37
172,136,43,29
70,472,38,41
119,16,42,42
115,97,38,11
75,52,44,47
190,444,19,17
77,405,7,33
105,56,24,15
28,324,41,17
11,363,26,42
20,372,49,38
100,25,18,42
70,118,46,26
149,167,21,47
176,159,19,8
88,469,42,9
84,169,41,48
79,35,32,26
144,440,22,2
184,322,40,48
139,57,30,26
101,331,31,1
93,456,34,19
23,324,33,27
93,67,11,2
32,282,3,2
48,469,3,37
176,100,24,14
67,201,13,46
35,259,31,40
78,185,29,13
169,175,14,10
13,391,28,9
83,185,49,50
